text_line,source_file_name,page_number,x_min,y_min,x_max,y_max,ocr_confidence
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1258.0,3224.0,1289.0,0.56212
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1261.0,1752.0,1292.0,0.64369
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1965.0,1261.0,2067.0,1292.0,0.99998
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,1261.0,2317.0,1292.0,0.99998
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1261.0,2566.0,1289.0,0.99433
KAMOTWE AGRICULTURE COOPERATIVE SOCIETY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,512.0,1262.0,1181.0,1298.0,0.55279
20,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,414.0,1266.0,448.0,1297.0,0.51698
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2912.0,1295.0,3225.0,1331.0,0.64054
A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1578.0,1299.0,1752.0,1330.0,0.99764
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1299.0,2566.0,1330.0,0.69889
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2636.0,1299.0,2867.0,1330.0,0.9869
DRILLING OF,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1302.0,1571.0,1330.0,0.50743
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1965.0,1302.0,2067.0,1333.0,0.99996
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2184.0,1302.0,2317.0,1330.0,0.99991
TWALILA KUNO,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,513.0,1304.0,728.0,1336.0,0.99684
21,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,414.0,1307.0,445.0,1336.0,0.99014
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2635.0,1336.0,2868.0,1372.0,0.71558
INSUFFICINT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1337.0,3224.0,1369.0,0.50272
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1340.0,1752.0,1371.0,0.84023
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,1340.0,2317.0,1371.0,0.99697
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1340.0,2566.0,1369.0,0.85813
SIKALEZU (MULEBWENTE VILLAGE) COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,512.0,1342.0,1175.0,1378.0,0.90864
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1965.0,1343.0,2067.0,1371.0,0.99993
22,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,414.0,1348.0,448.0,1377.0,1.0
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2636.0,1378.0,2867.0,1410.0,0.99368
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1378.0,3224.0,1410.0,0.64515
DRILLING OF,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1381.0,1571.0,1410.0,0.68786
A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1578.0,1381.0,1752.0,1410.0,0.97283
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,1381.0,2067.0,1413.0,0.99988
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2184.0,1381.0,2317.0,1410.0,0.99994
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1381.0,2566.0,1410.0,0.99888
KALUNDU SIANTAMBO WEST,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,514.0,1383.0,907.0,1419.0,0.892
23,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,414.0,1387.0,448.0,1418.0,0.99986
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2638.0,1416.0,2868.0,1452.0,0.99915
INSUFFICENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1417.0,3221.0,1448.0,0.6508
DRILLING OF,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1419.0,1571.0,1451.0,0.99903
A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1578.0,1419.0,1752.0,1451.0,0.99948
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,1419.0,2067.0,1451.0,0.99996
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,1419.0,2317.0,1451.0,0.64086
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1419.0,2569.0,1451.0,0.90529
24,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,414.0,1425.0,451.0,1456.0,0.85532
TWAPENGA COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,515.0,1425.0,851.0,1456.0,0.91353
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1458.0,1752.0,1489.0,0.99796
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2636.0,1458.0,2867.0,1489.0,0.83171
NNSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1458.0,3224.0,1489.0,0.49593
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1965.0,1461.0,2067.0,1492.0,0.9985
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2184.0,1461.0,2317.0,1489.0,0.99997
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1461.0,2566.0,1489.0,0.99489
25,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,414.0,1463.0,448.0,1495.0,0.4713
KATANDA CHITUMBI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,515.0,1466.0,796.0,1495.0,0.70813
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2638.0,1493.0,2869.0,1534.0,0.9606
INSUFFICENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1496.0,3224.0,1528.0,0.60189
I,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,316.0,1497.0,379.0,1790.0,0.0406
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1499.0,1752.0,1530.0,0.98525
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,1499.0,2067.0,1530.0,0.99994
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2184.0,1499.0,2317.0,1530.0,0.99998
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1499.0,2569.0,1528.0,0.67848
26,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,417.0,1504.0,451.0,1536.0,0.99998
KAUMUZYA COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,515.0,1504.0,856.0,1536.0,0.74245
CONSTRUCTION OF A HEALTH POST,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1394.0,1536.0,1871.0,1572.0,0.96601
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2183.0,1536.0,2403.0,1572.0,0.99929
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2639.0,1537.0,2867.0,1569.0,0.93482
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1537.0,3224.0,1569.0,0.92765
0,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,152.0,1538.0,236.0,1656.0,0.94531
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1965.0,1540.0,2130.0,1569.0,0.81594
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1540.0,2566.0,1569.0,0.9943
KALEMBELA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,515.0,1543.0,689.0,1574.0,0.78461
27,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,417.0,1546.0,451.0,1574.0,1.0
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2638.0,1573.0,2869.0,1612.0,0.90878
NNSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1576.0,3224.0,1607.0,0.48799
CONSTRUCTION OF IX3 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1395.0,1578.0,1774.0,1610.0,0.61132
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1965.0,1578.0,2130.0,1610.0,0.85446
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2184.0,1578.0,2402.0,1610.0,0.99886
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1578.0,2569.0,1607.0,0.90251
KALEMBELA COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,514.0,1580.0,868.0,1616.0,0.72976
28,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,417.0,1584.0,451.0,1613.0,0.84998
9,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,293.0,1614.0,322.0,1667.0,0.48978
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2183.0,1614.0,2403.0,1652.0,0.97418
CONSTRUCTION OF STAFF HOUSE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1395.0,1617.0,1843.0,1648.0,0.66075
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1617.0,2569.0,1648.0,0.82407
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2639.0,1617.0,2867.0,1648.0,0.9992
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1617.0,3224.0,1648.0,0.72923
HEALTH,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1965.0,1619.0,2078.0,1651.0,0.88099
29,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,417.0,1622.0,451.0,1654.0,0.54856
BBILILI RURAL HEALTH CENTRE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,515.0,1622.0,947.0,1654.0,0.53876
3,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,152.0,1648.0,227.0,1754.0,0.59459
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2635.0,1654.0,2868.0,1690.0,0.99859
INSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1655.0,3224.0,1687.0,0.54799
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1658.0,1755.0,1687.0,0.95847
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,1658.0,2067.0,1689.0,0.61118
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,1658.0,2319.0,1689.0,0.99994
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1658.0,2569.0,1687.0,0.7604
30,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,419.0,1663.0,451.0,1692.0,0.99995
CHOONDE COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,515.0,1663.0,834.0,1695.0,0.84375
NNSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2912.0,1692.0,3225.0,1729.0,0.6308
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1696.0,1755.0,1728.0,0.58427
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2639.0,1696.0,2867.0,1728.0,0.99826
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,1699.0,2067.0,1730.0,0.99993
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,1699.0,2317.0,1728.0,0.99986
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1699.0,2569.0,1728.0,0.997
MUPONDO COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,518.0,1702.0,840.0,1733.0,0.83679
3,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,420.0,1705.0,439.0,1732.0,0.99997
INSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2912.0,1734.0,3225.0,1770.0,0.82941
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1737.0,1755.0,1769.0,0.63958
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,1737.0,2317.0,1769.0,0.95172
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1737.0,2569.0,1769.0,0.99963
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2639.0,1737.0,2867.0,1769.0,0.99825
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,1740.0,2067.0,1769.0,0.73923
32,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,419.0,1743.0,451.0,1774.0,0.95621
TWAYUMINWA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,518.0,1743.0,719.0,1771.0,0.99934
F,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,138.0,1749.0,231.0,1845.0,0.13221
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2638.0,1775.0,2868.0,1811.0,0.99021
INSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1776.0,3224.0,1807.0,0.7566
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1778.0,1755.0,1810.0,0.84519
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,1778.0,2067.0,1810.0,0.99989
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,1778.0,2317.0,1810.0,0.99994
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1778.0,2569.0,1810.0,0.99778
33,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,419.0,1784.0,451.0,1815.0,0.95667
CHITUMBI COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,515.0,1784.0,832.0,1815.0,0.99506
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2638.0,1816.0,2868.0,1852.0,0.9679
INSUFFICENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1817.0,3224.0,1848.0,0.77321
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1819.0,1755.0,1848.0,0.92143
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,1819.0,2067.0,1851.0,0.99645
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,1819.0,2319.0,1848.0,0.99957
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1819.0,2569.0,1848.0,0.99882
MAUNGA COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,521.0,1822.0,823.0,1854.0,0.78905
34,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,419.0,1825.0,454.0,1854.0,0.73614
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2912.0,1854.0,3225.0,1890.0,0.70353
CONSTRUCTION OF IX3 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1858.0,1774.0,1889.0,0.55026
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,1858.0,2402.0,1889.0,0.83016
BBILIL],2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2469.0,1858.0,2569.0,1889.0,0.98707
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2639.0,1858.0,2867.0,1889.0,0.89985
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1965.0,1861.0,2130.0,1889.0,0.87517
35,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,419.0,1863.0,454.0,1895.0,0.99921
NABUSANGA PRIMARY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,518.0,1863.0,944.0,1895.0,0.86153
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2638.0,1895.0,2868.0,1931.0,0.99735
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1896.0,3224.0,1928.0,0.7449
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1398.0,1899.0,1755.0,1930.0,0.99778
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,1899.0,2067.0,1930.0,0.99849
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,1899.0,2319.0,1930.0,0.99537
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2469.0,1899.0,2569.0,1928.0,0.99922
36,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,419.0,1904.0,454.0,1936.0,1.0
CHIMAPA YUMA COMMUNIY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,518.0,1904.0,895.0,1936.0,0.72458
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1400.0,1937.0,1755.0,1969.0,0.75706
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2639.0,1937.0,2867.0,1969.0,0.86669
INSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2915.0,1937.0,3224.0,1969.0,0.71394
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,1940.0,2067.0,1971.0,0.99992
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,1940.0,2317.0,1969.0,0.99984
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,1940.0,2569.0,1969.0,0.9968
MAPENZI MWIIYI TOP TEN GROUP,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,521.0,1943.0,969.0,1974.0,0.84871
57,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,422.0,1948.0,454.0,1974.0,0.90348
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2638.0,1975.0,2868.0,2011.0,0.98618
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1400.0,1976.0,1755.0,2007.0,0.83087
INSUFFICENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,1976.0,3224.0,2007.0,0.94065
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,1978.0,2067.0,2010.0,0.99992
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,1978.0,2319.0,2010.0,0.99993
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2469.0,1978.0,2569.0,2010.0,0.99277
SIAMAPANDE COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,518.0,1981.0,878.0,2013.0,0.97694
58,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,419.0,1984.0,454.0,2013.0,0.78745
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1400.0,2017.0,1755.0,2048.0,0.9126
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2639.0,2017.0,2867.0,2048.0,0.7967
NNSUFFICENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,2017.0,3224.0,2048.0,0.8992
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,2020.0,2067.0,2051.0,0.99991
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,2020.0,2319.0,2051.0,0.99274
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2466.0,2020.0,2569.0,2048.0,0.99127
39,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,422.0,2022.0,456.0,2054.0,0.99994
CHIBENGELELE COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,518.0,2022.0,908.0,2054.0,0.82544
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2638.0,2054.0,2868.0,2090.0,0.9502
NNSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2913.0,2055.0,3224.0,2087.0,0.5942
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1400.0,2058.0,1755.0,2089.0,0.92597
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2187.0,2058.0,2319.0,2089.0,0.99976
BBILILI,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,2469.0,2058.0,2569.0,2089.0,0.88791
MUTUMBI COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,521.0,2061.0,834.0,2092.0,0.99941
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,1967.0,2061.0,2067.0,2089.0,0.99267
40,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,1,422.0,2063.0,456.0,2092.0,0.80106
