text_line,source_file_name,page_number,x_min,y_min,x_max,y_max,ocr_confidence
SIPATUNYANA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2493.0,1515.0,2681.0,1547.0,0.91233
Not APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2713.0,1515.0,2914.0,1547.0,0.46031
INSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2995.0,1518.0,3262.0,1550.0,0.89525
52,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,436.0,1540.0,467.0,1569.0,1.0
SIPATUNYANA COMMUNITY,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1540.0,843.0,1571.0,0.98546
MAIZE STORAGE SHED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1543.0,1273.0,1574.0,0.69908
INFRASTRUCTURE,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1546.0,2073.0,1577.0,0.76488
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1548.0,2443.0,1577.0,0.99034
SIPATUNYANA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2493.0,1548.0,2681.0,1580.0,0.97602
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2713.0,1551.0,2911.0,1580.0,0.77163
INSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2995.0,1554.0,3262.0,1582.0,0.99969
8,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,185.0,1569.0,258.0,1677.0,0.52692
53,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,436.0,1576.0,467.0,1604.0,0.99516
SIAMAMVWA PRIMARY SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,493.0,1576.0,892.0,1607.0,0.7425
CONSTRUCTION OF,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1576.0,1232.0,1607.0,0.99812
X3 CRB,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1252.0,1576.0,1352.0,1607.0,0.91211
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1841.0,1578.0,1999.0,1610.0,0.99577
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1581.0,2440.0,1613.0,0.99952
SIPATUNYANA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2493.0,1584.0,2681.0,1613.0,0.90377
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1584.0,2911.0,1615.0,0.77285
INSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2995.0,1587.0,3262.0,1618.0,0.79431
26,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,436.0,1606.0,470.0,1634.0,1.0
A 1X3 CLASSROOM BLOCK AT LUSUMPUKO,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,493.0,1606.0,971.0,1637.0,0.78392
COMPLETION OF 1X3 CLASSROOM BLOCK,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1609.0,1462.0,1640.0,0.79885
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1611.0,1985.0,1640.0,0.99992
COMPLETION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1614.0,2396.0,1643.0,0.9981
SIPATUNYANA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2493.0,1617.0,2662.0,1643.0,0.8924
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2713.0,1617.0,2840.0,1645.0,0.99975
COMMI NITY SCHOQI,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,493.0,1636.0,749.0,1665.0,0.30274
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2995.0,1647.0,3035.0,1673.0,1.0
27,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,436.0,1663.0,467.0,1692.0,1.0
A 1X3 CLASSRCOM BlCCKAT MSIKILI,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,493.0,1663.0,919.0,1695.0,0.1547
COMPLETION OF IX3 CLASSROOM BLOCK,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1666.0,1462.0,1695.0,0.89474
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1841.0,1669.0,1985.0,1697.0,0.99829
COMPLETION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1672.0,2396.0,1700.0,0.99873
SIPATUNYANA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2493.0,1672.0,2662.0,1703.0,0.99572
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1674.0,2840.0,1703.0,0.99978
=,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,185.0,1679.0,260.0,1781.0,0.20445
PRIARY SCHcO,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1693.0,692.0,1725.0,0.31857
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2995.0,1702.0,3035.0,1730.0,0.99997
28,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,436.0,1721.0,470.0,1750.0,1.0
A IX3 AT INKUMBI SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,493.0,1721.0,804.0,1750.0,0.79188
CONSTRUCTION OF A 1X3 CLASSROOM BLOCK,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1724.0,1517.0,1755.0,0.72957
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1841.0,1726.0,1985.0,1755.0,0.9999
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1729.0,2429.0,1758.0,0.6904
SIPATUNYANA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2493.0,1729.0,2659.0,1758.0,0.81407
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2713.0,1732.0,2840.0,1760.0,0.99979
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2995.0,1737.0,3035.0,1766.0,0.99967
30,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,436.0,1756.0,473.0,1785.0,0.87815
A STAFF HOUSE AT MUYOBO SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,493.0,1756.0,922.0,1785.0,0.72726
COMPLETION OF STAFF HOUSE AT MUYOBO,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1756.0,1495.0,1788.0,0.64734
[cOMPLETION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2235.0,1760.0,2398.0,1796.0,0.61094
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1841.0,1762.0,1985.0,1791.0,0.99954
SIPATUNYANA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2493.0,1765.0,2659.0,1793.0,0.99853
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2713.0,1765.0,2840.0,1796.0,0.99975
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2998.0,1770.0,3035.0,1799.0,0.9995
F,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,185.0,1785.0,260.0,1869.0,0.51437
A STAFF HOUSE AT NALUBUMBA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,493.0,1792.0,859.0,1821.0,0.90612
COMPLETION OF A STAFF HOUSE,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1792.0,1369.0,1823.0,0.49032
HEALTH,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1841.0,1795.0,1939.0,1823.0,0.99912
29,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,440.0,1796.0,469.0,1817.0,0.85521
COMPLETION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2236.0,1798.0,2396.0,1826.0,0.93421
SIPATUNYANA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2491.0,1798.0,2659.0,1829.0,0.99629
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2713.0,1800.0,2840.0,1829.0,0.68201
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2995.0,1803.0,3035.0,1832.0,0.99999
SIMEIA DIP TANK KASIKILI,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1839.0,766.0,1867.0,0.69509
54,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,439.0,1841.0,470.0,1865.0,0.93176
CONSTRUCTION OF DIP TANK,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1841.0,1306.0,1870.0,0.61275
AGRICULTURE,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1841.0,1844.0,1996.0,1873.0,0.9999
CONSIRUQION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2236.0,1844.0,2413.0,1876.0,0.63291
SIPATUNYANA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2493.0,1847.0,2648.0,1876.0,0.8776
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2713.0,1850.0,2884.0,1878.0,0.91931
INSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2995.0,1850.0,3259.0,1881.0,0.99972
TLB,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,493.0,1869.0,539.0,1897.0,0.99897
INFRASTRUCTURE,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1840.0,1871.0,2050.0,1909.0,0.61422
46,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,436.0,1872.0,470.0,1897.0,1.0
PURCHASE OF TLB,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1872.0,1199.0,1900.0,0.96441
PROCUREMENT,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2236.0,1877.0,2418.0,1906.0,0.75537
All Wards,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2496.0,1880.0,2602.0,1908.0,0.56138
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2713.0,1880.0,2840.0,1911.0,0.72919
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2995.0,1883.0,3035.0,1914.0,0.99999
PURCHASE OF BORE ACCESSORIES,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1907.0,1371.0,1936.0,0.93566
WATER SANITATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1841.0,1910.0,2076.0,1939.0,0.99082
47,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,440.0,1911.0,469.0,1932.0,1.0
Borehole Acessories,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,497.0,1911.0,702.0,1932.0,0.99975
PROCUREMENT,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2236.0,1913.0,2418.0,1941.0,0.99966
All Wards,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2493.0,1915.0,2602.0,1941.0,0.54387
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2713.0,1915.0,2837.0,1944.0,0.99975
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2992.0,1918.0,3037.0,1947.0,0.31473
KALOMO TOWN COUNCIL,CDF-DUNDUMWEZI-2024.pdf,1,978.0,216.0,1610.0,279.0,0.98026
DUNDUMWEZI 2024 APPROVED PROJECTS,CDF-DUNDUMWEZI-2024.pdf,1,767.0,277.0,1818.0,342.0,0.72259
SIN,CDF-DUNDUMWEZI-2024.pdf,1,243.0,383.0,318.0,424.0,0.89781
NAME OF PROJECT,CDF-DUNDUMWEZI-2024.pdf,1,405.0,386.0,789.0,430.0,0.99143
WARD,CDF-DUNDUMWEZI-2024.pdf,1,1317.0,394.0,1446.0,435.0,0.99996
SECTOR,CDF-DUNDUMWEZI-2024.pdf,1,1772.0,397.0,1942.0,441.0,0.99946
FABRICATION AND DELIVERY OF 2500,CDF-DUNDUMWEZI-2024.pdf,1,406.0,450.0,1176.0,505.0,0.98464
DOUBLE SITTER DESKS,CDF-DUNDUMWEZI-2024.pdf,1,406.0,505.0,842.0,557.0,0.88295
AlI Wards,CDF-DUNDUMWEZI-2024.pdf,1,1320.0,517.0,1512.0,561.0,0.61407
EDUCATION,CDF-DUNDUMWEZI-2024.pdf,1,1771.0,519.0,2023.0,568.0,0.99955
2Ambulance,CDF-DUNDUMWEZI-2024.pdf,1,359.0,606.0,657.0,666.0,0.99951
All Ward,CDF-DUNDUMWEZI-2024.pdf,1,1317.0,624.0,1493.0,668.0,0.6771
HEALTH,CDF-DUNDUMWEZI-2024.pdf,1,1771.0,626.0,1927.0,675.0,0.99989
3 Motor Bike-Chikanta Chiefdom,CDF-DUNDUMWEZI-2024.pdf,1,360.0,664.0,1047.0,721.0,0.88498
AII Ward,CDF-DUNDUMWEZI-2024.pdf,1,1316.0,675.0,1494.0,724.0,0.80309
TRADITIONAL AFFFARIRS,CDF-DUNDUMWEZI-2024.pdf,1,1768.0,678.0,2264.0,730.0,0.98881
Motor Bike-Siachitema Chiefdom,CDF-DUNDUMWEZI-2024.pdf,1,404.0,719.0,1091.0,773.0,0.9975
L,CDF-DUNDUMWEZI-2024.pdf,1,368.0,730.0,387.0,754.0,0.18794
AII Ward,CDF-DUNDUMWEZI-2024.pdf,1,1316.0,730.0,1494.0,779.0,0.75899
TRADITIONAL AFFFARIRS,CDF-DUNDUMWEZI-2024.pdf,1,1768.0,733.0,2264.0,784.0,0.93944
5 Chiefs Palace-Chikanta,CDF-DUNDUMWEZI-2024.pdf,1,360.0,770.0,899.0,825.0,0.66098
AII Ward,CDF-DUNDUMWEZI-2024.pdf,1,1316.0,782.0,1494.0,831.0,0.69687
TRADITIONAL AFFFARIRS,CDF-DUNDUMWEZI-2024.pdf,1,1768.0,784.0,2261.0,837.0,0.9822
6[Chiefs Palace-Siachitema,CDF-DUNDUMWEZI-2024.pdf,1,363.0,826.0,943.0,880.0,0.69626
AII Ward,CDF-DUNDUMWEZI-2024.pdf,1,1313.0,837.0,1491.0,886.0,0.70069
TRADITIONAL AFFFARIRS,CDF-DUNDUMWEZI-2024.pdf,1,1765.0,839.0,2261.0,891.0,0.9663
Construction of Police Post In Kasukwe,CDF-DUNDUMWEZI-2024.pdf,1,397.0,876.0,1200.0,940.0,0.86829
HOME AFFAIRS,CDF-DUNDUMWEZI-2024.pdf,1,1765.0,891.0,2076.0,945.0,0.94876
AII Ward,CDF-DUNDUMWEZI-2024.pdf,1,1314.0,892.0,1490.0,937.0,0.6763
Construction Mortuary at Chikanta,CDF-DUNDUMWEZI-2024.pdf,1,397.0,928.0,1123.0,992.0,0.88819
8][Habulile Mini Hospital),CDF-DUNDUMWEZI-2024.pdf,1,353.0,984.0,865.0,1046.0,0.31516
in Chikanta Ward,CDF-DUNDUMWEZI-2024.pdf,1,878.0,989.0,1247.0,1042.0,0.65594
Chikanta,CDF-DUNDUMWEZI-2024.pdf,1,1311.0,996.0,1505.0,1045.0,0.99998
HEALTH,CDF-DUNDUMWEZI-2024.pdf,1,1766.0,1002.0,1920.0,1046.0,0.99358
Lubricants for earth Moving Equipment,CDF-DUNDUMWEZI-2024.pdf,1,393.0,1035.0,1208.0,1102.0,0.90724
9,CDF-DUNDUMWEZI-2024.pdf,1,356.0,1044.0,385.0,1081.0,0.99967
AIl Ward,CDF-DUNDUMWEZI-2024.pdf,1,1313.0,1050.0,1488.0,1099.0,0.67589
ROAD INFRASTRUCTURE,CDF-DUNDUMWEZI-2024.pdf,1,1765.0,1053.0,2253.0,1105.0,0.77696
1ORural Electrification (REA),CDF-DUNDUMWEZI-2024.pdf,1,335.0,1091.0,919.0,1146.0,0.64462
All Ward,CDF-DUNDUMWEZI-2024.pdf,1,1313.0,1102.0,1488.0,1151.0,0.81402
ENERGY,CDF-DUNDUMWEZI-2024.pdf,1,1764.0,1109.0,1934.0,1153.0,0.99946
Construction of Girls Dormitory & Ablution,CDF-DUNDUMWEZI-2024.pdf,1,394.0,1140.0,1257.0,1206.0,0.78897
1Block at Bbilili Secondary School,CDF-DUNDUMWEZI-2024.pdf,1,329.0,1197.0,1070.0,1260.0,0.66115
Bbili,CDF-DUNDUMWEZI-2024.pdf,1,1308.0,1209.0,1401.0,1258.0,0.99994
EDUCATION,CDF-DUNDUMWEZI-2024.pdf,1,1763.0,1212.0,2015.0,1261.0,0.99952
Construclion Of Maternity Annex at Mikata,CDF-DUNDUMWEZI-2024.pdf,1,392.0,1249.0,1279.0,1313.0,0.63849
12 Health Center,CDF-DUNDUMWEZI-2024.pdf,1,329.0,1301.0,696.0,1362.0,0.55535
Mikata,CDF-DUNDUMWEZI-2024.pdf,1,1304.0,1313.0,1459.0,1367.0,0.9999
HEALTH,CDF-DUNDUMWEZI-2024.pdf,1,1760.0,1319.0,1919.0,1368.0,0.99996
13Health Post at Najinka,CDF-DUNDUMWEZI-2024.pdf,1,330.0,1360.0,853.0,1412.0,0.91614
Katanda,CDF-DUNDUMWEZI-2024.pdf,1,1305.0,1368.0,1494.0,1417.0,0.99997
HEALTH,CDF-DUNDUMWEZI-2024.pdf,1,1764.0,1375.0,1915.0,1419.0,0.99992
14Completion of Ngole Bridge,CDF-DUNDUMWEZI-2024.pdf,1,325.0,1469.0,984.0,1542.0,0.95386
Chamuka,CDF-DUNDUMWEZI-2024.pdf,1,1302.0,1483.0,1519.0,1535.0,0.99997
ROAD INFRASTRUCTURE,CDF-DUNDUMWEZI-2024.pdf,1,1757.0,1488.0,2248.0,1544.0,0.87601
15 Completion of Simwanda Bridge,CDF-DUNDUMWEZI-2024.pdf,1,326.0,1599.0,1075.0,1666.0,0.96796
Naluja,CDF-DUNDUMWEZI-2024.pdf,1,1302.0,1612.0,1442.0,1661.0,0.99999
ROAD INFRASTRUCTURE,CDF-DUNDUMWEZI-2024.pdf,1,1757.0,1615.0,2247.0,1667.0,0.7045
Omba (Muyandwab,CDF-DUNDUMWEZI-2024.pdf,1,1298.0,1657.0,1728.0,1720.0,0.50147
"antu, Chitongo,",CDF-DUNDUMWEZI-2024.pdf,1,1299.0,1711.0,1626.0,1778.0,0.98924
Drilling and equiping of Handpumps,CDF-DUNDUMWEZI-2024.pdf,1,383.0,1753.0,1146.0,1826.0,0.77147
16,CDF-DUNDUMWEZI-2024.pdf,1,328.0,1764.0,375.0,1805.0,0.99997
Simukongabajikal,CDF-DUNDUMWEZI-2024.pdf,1,1295.0,1767.0,1668.0,1830.0,0.96107
WATER INFRASTRUCTURE,CDF-DUNDUMWEZI-2024.pdf,1,1754.0,1772.0,2256.0,1829.0,0.99947
17 Drilling of 29 Boreholes,CDF-DUNDUMWEZI-2024.pdf,1,324.0,1861.0,801.0,1916.0,0.8021
ALL WARDS,CDF-DUNDUMWEZI-2024.pdf,1,1297.0,1870.0,1535.0,1919.0,0.83711
WATER INFRASTRUCTURE,CDF-DUNDUMWEZI-2024.pdf,1,1751.0,1874.0,2272.0,1927.0,0.88124
18]Rehabilitation of Boreholes,CDF-DUNDUMWEZI-2024.pdf,1,324.0,1910.0,864.0,1963.0,0.7473
ALL WARDS,CDF-DUNDUMWEZI-2024.pdf,1,1298.0,1923.0,1534.0,1967.0,0.95942
WATER INFRASTRUCTURE,CDF-DUNDUMWEZI-2024.pdf,1,1752.0,1925.0,2272.0,1978.0,0.83438
ministry  fLoccor ZAMWA,CDF-DUNDUMWEZI-2024.pdf,1,1459.0,2126.0,1891.0,2193.0,0.15114
MF LOCALGOVERNMENT,CDF-DUNDUMWEZI-2024.pdf,1,1612.0,2160.0,1986.0,2214.0,0.53114
KALOMQ JeMLEQVERNL,CDF-DUNDUMWEZI-2024.pdf,1,1527.0,2177.0,1910.0,2242.0,0.02935
0 4 NOV 2025,CDF-DUNDUMWEZI-2024.pdf,1,1566.0,2276.0,1858.0,2354.0,0.60202
council SECRETARY,CDF-DUNDUMWEZI-2024.pdf,1,1522.0,2378.0,1891.0,2444.0,0.73088
Po BOX 620061 KALOMO,CDF-DUNDUMWEZI-2024.pdf,1,1479.0,2411.0,1928.0,2488.0,0.38291
KALOMO TOWN COUNCIL,CDF-KALOMO-CENTRAL-2024.pdf,1,844.0,217.0,1727.0,302.0,0.95345
APPROVED PROJECTS 2024 KALOMO CENTRAL,CDF-KALOMO-CENTRAL-2024.pdf,1,730.0,305.0,1842.0,362.0,0.84142
NAME OF PROJECT,CDF-KALOMO-CENTRAL-2024.pdf,1,451.0,400.0,764.0,442.0,0.96786
SIN,CDF-KALOMO-CENTRAL-2024.pdf,1,241.0,403.0,297.0,434.0,0.81
WARD,CDF-KALOMO-CENTRAL-2024.pdf,1,1383.0,407.0,1490.0,444.0,0.99993
SECTOR,CDF-KALOMO-CENTRAL-2024.pdf,1,1824.0,410.0,1967.0,452.0,0.99936
FABRICATION OF 1000 QDESKS,CDF-KALOMO-CENTRAL-2024.pdf,1,450.0,441.0,998.0,491.0,0.47801
ALL WARDS,CDF-KALOMO-CENTRAL-2024.pdf,1,1383.0,451.0,1597.0,493.0,0.9969
EDUCATION,CDF-KALOMO-CENTRAL-2024.pdf,1,1824.0,454.0,2038.0,496.0,0.9996
2 CHIEF'S PALACES SIACHITEMA,CDF-KALOMO-CENTRAL-2024.pdf,1,418.0,487.0,989.0,531.0,0.60521
SIACHITEMA,CDF-KALOMO-CENTRAL-2024.pdf,1,1383.0,495.0,1605.0,537.0,0.9993
TRADITIONAL AFFAIRS,CDF-KALOMO-CENTRAL-2024.pdf,1,1827.0,495.0,2219.0,540.0,0.79034
CONSTRUCTION OF MATERNITY WING KACHENLE,CDF-KALOMO-CENTRAL-2024.pdf,1,450.0,529.0,1324.0,579.0,0.68365
3RHC,CDF-KALOMO-CENTRAL-2024.pdf,1,418.0,575.0,534.0,616.0,0.96841
CHAWILA,CDF-KALOMO-CENTRAL-2024.pdf,1,1383.0,580.0,1553.0,622.0,0.78891
HEALTH,CDF-KALOMO-CENTRAL-2024.pdf,1,1824.0,583.0,1970.0,624.0,0.99987
4 CONSTRUCTION OF MATERNITY WING RR CLINIC,CDF-KALOMO-CENTRAL-2024.pdf,1,418.0,621.0,1298.0,666.0,0.6725
CHILESHA,CDF-KALOMO-CENTRAL-2024.pdf,1,1383.0,627.0,1567.0,668.0,0.99996
HEALTH,CDF-KALOMO-CENTRAL-2024.pdf,1,1824.0,627.0,1970.0,668.0,0.99981
5]PURCHASE OF AMBULANCE,CDF-KALOMO-CENTRAL-2024.pdf,1,413.0,662.0,937.0,707.0,0.56893
HEALTH,CDF-KALOMO-CENTRAL-2024.pdf,1,1822.0,668.0,1969.0,717.0,0.99946
ALL WARDS,CDF-KALOMO-CENTRAL-2024.pdf,1,1383.0,671.0,1594.0,712.0,0.98127
6REA,CDF-KALOMO-CENTRAL-2024.pdf,1,413.0,709.0,529.0,748.0,0.99786
ENERGY,CDF-KALOMO-CENTRAL-2024.pdf,1,1822.0,712.0,1980.0,762.0,0.99984
ALL WARDS,CDF-KALOMO-CENTRAL-2024.pdf,1,1380.0,714.0,1594.0,756.0,0.8717
ADDITIONAL FUNDING FOR CONSTRUCTION OF,CDF-KALOMO-CENTRAL-2024.pdf,1,449.0,753.0,1263.0,797.0,0.9317
KALONDA DAM,CDF-KALOMO-CENTRAL-2024.pdf,1,447.0,792.0,710.0,841.0,0.99563
KALONDA,CDF-KALOMO-CENTRAL-2024.pdf,1,1381.0,798.0,1558.0,847.0,0.92822
WATER RESOURCES,CDF-KALOMO-CENTRAL-2024.pdf,1,1821.0,802.0,2189.0,846.0,0.76227
8DIP TANK NAZILONGO,CDF-KALOMO-CENTRAL-2024.pdf,1,412.0,835.0,834.0,884.0,0.97599
SIMAYAKWEA,CDF-KALOMO-CENTRAL-2024.pdf,1,1380.0,846.0,1627.0,887.0,0.99849
AGRICULTURE,CDF-KALOMO-CENTRAL-2024.pdf,1,1818.0,846.0,2079.0,890.0,0.99998
9 NSTALLATION OF STREET LIGHTS,CDF-KALOMO-CENTRAL-2024.pdf,1,410.0,884.0,1046.0,929.0,0.61137
MWAATA,CDF-KALOMO-CENTRAL-2024.pdf,1,1380.0,890.0,1545.0,931.0,0.99992
ENERGY,CDF-KALOMO-CENTRAL-2024.pdf,1,1821.0,892.0,1975.0,934.0,0.99991
1O COMPLETION OF CHOONGA PRIM & SEC LAB,CDF-KALOMO-CENTRAL-2024.pdf,1,394.0,928.0,1222.0,972.0,0.63715
